id,shipmentId,timestamp,temperatureC,humidityPct,sensorOk,locationId,excursion
tmp-00179,SHP-002,2026-06-02T15:00:00.000Z,5,51,true,loc-port-newark,false
tmp-00180,SHP-002,2026-06-02T18:00:00.000Z,4,50,true,loc-port-newark,false
tmp-00181,SHP-002,2026-06-02T21:00:00.000Z,4.8,53,true,loc-port-newark,false
tmp-00182,SHP-002,2026-06-03T00:00:00.000Z,5,37,true,loc-port-newark,false
tmp-00183,SHP-002,2026-06-03T03:00:00.000Z,5.1,54,true,loc-port-newark,false
tmp-00184,SHP-002,2026-06-03T06:00:00.000Z,5.4,45,true,loc-port-newark,false
tmp-00185,SHP-002,2026-06-03T09:00:00.000Z,5.2,34,true,loc-port-newark,false
tmp-00186,SHP-002,2026-06-03T12:00:00.000Z,4.4,53,true,loc-port-newark,false
tmp-00187,SHP-002,2026-06-03T15:00:00.000Z,4.6,52,true,loc-port-newark,false
tmp-00188,SHP-002,2026-06-03T18:00:00.000Z,4.3,43,true,loc-port-newark,false
tmp-00189,SHP-002,2026-06-03T21:00:00.000Z,4.1,50,true,loc-port-newark,false
tmp-00190,SHP-002,2026-06-04T00:00:00.000Z,4.2,41,true,loc-port-newark,false
tmp-00191,SHP-002,2026-06-04T03:00:00.000Z,5.8,46,true,loc-port-newark,false
tmp-00192,SHP-002,2026-06-04T06:00:00.000Z,6,44,true,loc-port-newark,false
tmp-00193,SHP-002,2026-06-04T09:00:00.000Z,5.4,51,true,loc-port-newark,false
tmp-00194,SHP-002,2026-06-04T12:00:00.000Z,5.1,45,true,loc-port-newark,false
tmp-00195,SHP-002,2026-06-04T15:00:00.000Z,5.5,44,true,loc-port-newark,false
tmp-00196,SHP-002,2026-06-04T18:00:00.000Z,5.6,50,false,loc-port-newark,false
tmp-00197,SHP-002,2026-06-04T21:00:00.000Z,4.6,47,true,loc-port-newark,false
tmp-00198,SHP-002,2026-06-05T00:00:00.000Z,4.5,48,true,loc-port-newark,false
tmp-00199,SHP-002,2026-06-05T03:00:00.000Z,6,54,true,loc-port-newark,false
tmp-00200,SHP-002,2026-06-05T06:00:00.000Z,6.3,45,true,loc-port-newark,false
tmp-00201,SHP-002,2026-06-05T09:00:00.000Z,5.4,66,true,loc-port-newark,false
tmp-00202,SHP-002,2026-06-05T12:00:00.000Z,5.3,40,true,loc-port-newark,false
tmp-00203,SHP-002,2026-06-05T15:00:00.000Z,5.6,51,false,loc-port-newark,false
tmp-00204,SHP-002,2026-06-05T18:00:00.000Z,4.7,48,true,loc-customs-newark,false
tmp-00205,SHP-002,2026-06-05T21:00:00.000Z,5.2,43,true,loc-customs-newark,false
tmp-00206,SHP-002,2026-06-06T00:00:00.000Z,5.2,44,true,loc-customs-newark,false
tmp-00207,SHP-002,2026-06-06T03:00:00.000Z,6.4,47,true,loc-customs-newark,false
tmp-00208,SHP-002,2026-06-06T06:00:00.000Z,5.3,37,true,loc-customs-newark,false
tmp-00209,SHP-002,2026-06-06T09:00:00.000Z,6.2,33,true,loc-customs-newark,false
tmp-00210,SHP-002,2026-06-06T12:00:00.000Z,5.8,43,true,loc-customs-newark,false
tmp-00211,SHP-002,2026-06-06T15:00:00.000Z,3.3,43,true,loc-customs-newark,false
tmp-00212,SHP-002,2026-06-06T18:00:00.000Z,4.7,38,true,loc-customs-newark,false
tmp-00213,SHP-002,2026-06-06T21:00:00.000Z,5.6,48,true,loc-customs-newark,false
tmp-00214,SHP-002,2026-06-07T00:00:00.000Z,5.7,47,true,loc-customs-newark,false
tmp-00215,SHP-002,2026-06-07T03:00:00.000Z,5.5,44,true,loc-customs-newark,false
tmp-00216,SHP-002,2026-06-07T06:00:00.000Z,5.9,34,true,loc-customs-newark,false
tmp-00217,SHP-002,2026-06-07T09:00:00.000Z,4.8,49,true,loc-customs-newark,false
tmp-00218,SHP-002,2026-06-07T12:00:00.000Z,4.9,56,true,loc-customs-newark,false
tmp-00219,SHP-002,2026-06-07T15:00:00.000Z,5,51,true,loc-customs-newark,false
tmp-00220,SHP-002,2026-06-07T18:00:00.000Z,5.6,37,true,loc-customs-newark,false
tmp-00221,SHP-002,2026-06-07T21:00:00.000Z,4,34,true,loc-customs-newark,false
tmp-00222,SHP-002,2026-06-08T00:00:00.000Z,4.9,44,true,loc-customs-newark,false
tmp-00223,SHP-002,2026-06-08T03:00:00.000Z,4.5,51,true,loc-customs-newark,false
tmp-00224,SHP-002,2026-06-08T06:00:00.000Z,5,46,true,loc-customs-newark,false
tmp-00225,SHP-002,2026-06-08T09:00:00.000Z,5.4,43,true,loc-customs-newark,false
tmp-00226,SHP-002,2026-06-08T12:00:00.000Z,3.6,47,true,loc-customs-newark,false
tmp-00227,SHP-002,2026-06-08T15:00:00.000Z,5.1,43,true,loc-customs-newark,false
tmp-00228,SHP-002,2026-06-08T18:00:00.000Z,3.7,50,true,loc-customs-newark,false
tmp-00229,SHP-002,2026-06-08T21:00:00.000Z,5,40,true,loc-customs-newark,false
tmp-00230,SHP-002,2026-06-09T00:00:00.000Z,5.2,45,true,loc-customs-newark,false
tmp-00231,SHP-002,2026-06-09T03:00:00.000Z,6.6,57,true,loc-customs-newark,false
tmp-00232,SHP-002,2026-06-09T06:00:00.000Z,4.2,50,true,loc-customs-newark,false
tmp-00233,SHP-002,2026-06-09T09:00:00.000Z,6,46,true,loc-customs-newark,false
tmp-00234,SHP-002,2026-06-09T12:00:00.000Z,3.6,36,true,loc-customs-newark,false
tmp-00235,SHP-002,2026-06-09T15:00:00.000Z,4.4,50,true,loc-customs-newark,false
tmp-00236,SHP-002,2026-06-09T18:00:00.000Z,5,54,true,loc-customs-newark,false
tmp-00237,SHP-002,2026-06-09T21:00:00.000Z,3.9,57,true,loc-customs-newark,false
tmp-00238,SHP-002,2026-06-10T00:00:00.000Z,4.3,41,true,loc-customs-newark,false
tmp-00239,SHP-002,2026-06-10T03:00:00.000Z,4.5,53,true,loc-customs-newark,false
tmp-00240,SHP-002,2026-06-10T06:00:00.000Z,5.4,49,true,loc-customs-newark,false
tmp-00241,SHP-002,2026-06-10T09:00:00.000Z,4.6,52,true,loc-customs-newark,false
tmp-00242,SHP-002,2026-06-10T12:00:00.000Z,5.9,43,true,loc-customs-newark,false
tmp-00243,SHP-002,2026-06-10T15:00:00.000Z,5.1,45,true,loc-customs-newark,false
tmp-00244,SHP-002,2026-06-10T18:00:00.000Z,3.9,46,true,loc-customs-newark,false
tmp-00245,SHP-002,2026-06-10T21:00:00.000Z,4.6,50,true,loc-customs-newark,false
tmp-00246,SHP-002,2026-06-11T00:00:00.000Z,5,46,true,loc-customs-newark,false
tmp-00247,SHP-002,2026-06-11T03:00:00.000Z,5.8,60,true,loc-customs-newark,false
tmp-00248,SHP-002,2026-06-11T06:00:00.000Z,4.9,37,true,loc-customs-newark,false
tmp-00249,SHP-002,2026-06-11T09:00:00.000Z,4.8,44,true,loc-customs-newark,false
tmp-00250,SHP-002,2026-06-11T12:00:00.000Z,4.5,45,true,loc-customs-newark,false
tmp-00251,SHP-002,2026-06-11T15:00:00.000Z,3.7,46,true,loc-customs-newark,false
tmp-00252,SHP-002,2026-06-11T18:00:00.000Z,5.5,45,true,loc-customs-newark,false
tmp-00253,SHP-002,2026-06-11T21:00:00.000Z,4.7,45,true,loc-customs-newark,false
tmp-00254,SHP-002,2026-06-12T00:00:00.000Z,5.2,49,true,loc-customs-newark,false
tmp-00255,SHP-002,2026-06-12T03:00:00.000Z,5.4,46,true,loc-customs-newark,false
tmp-00256,SHP-002,2026-06-12T06:00:00.000Z,4.5,35,true,loc-customs-newark,false
tmp-00257,SHP-002,2026-06-12T09:00:00.000Z,5.2,41,true,loc-3pl-dallas,false
tmp-00258,SHP-002,2026-06-12T12:00:00.000Z,4.8,40,true,loc-3pl-dallas,false
tmp-00259,SHP-002,2026-06-12T15:00:00.000Z,4.9,43,true,loc-3pl-dallas,false
tmp-00260,SHP-002,2026-06-12T18:00:00.000Z,5,53,true,loc-3pl-dallas,false
tmp-00261,SHP-002,2026-06-12T21:00:00.000Z,4.4,37,true,loc-3pl-dallas,false
tmp-00262,SHP-002,2026-06-13T00:00:00.000Z,5.8,42,true,loc-3pl-dallas,false
tmp-00263,SHP-002,2026-06-13T03:00:00.000Z,4.5,44,true,loc-3pl-dallas,false
tmp-00264,SHP-002,2026-06-13T06:00:00.000Z,5.5,33,true,loc-3pl-dallas,false
tmp-00265,SHP-002,2026-06-13T09:00:00.000Z,3.8,49,true,loc-3pl-dallas,false
tmp-00266,SHP-002,2026-06-13T12:00:00.000Z,5.5,46,true,loc-3pl-dallas,false
tmp-00267,SHP-002,2026-06-13T15:00:00.000Z,4.9,48,true,loc-3pl-dallas,false
tmp-00268,SHP-002,2026-06-13T18:00:00.000Z,5.6,46,true,loc-3pl-dallas,false
tmp-00269,SHP-002,2026-06-13T21:00:00.000Z,3.6,42,true,loc-3pl-dallas,false
tmp-00270,SHP-002,2026-06-14T00:00:00.000Z,4.1,46,true,loc-3pl-dallas,false
tmp-00271,SHP-002,2026-06-14T03:00:00.000Z,6,43,true,loc-3pl-dallas,false
tmp-00272,SHP-002,2026-06-14T06:00:00.000Z,6.5,50,true,loc-3pl-dallas,false
tmp-00273,SHP-002,2026-06-14T09:00:00.000Z,5.8,44,true,loc-3pl-dallas,false
tmp-00274,SHP-002,2026-06-14T12:00:00.000Z,4.6,54,true,loc-3pl-dallas,false
tmp-00275,SHP-002,2026-06-14T15:00:00.000Z,4.7,48,true,loc-3pl-dallas,false
tmp-00276,SHP-002,2026-06-14T18:00:00.000Z,4,50,true,loc-3pl-dallas,false
tmp-00277,SHP-002,2026-06-14T21:00:00.000Z,4.8,43,true,loc-3pl-dallas,false
tmp-00278,SHP-002,2026-06-15T00:00:00.000Z,4.6,53,true,loc-3pl-dallas,false
tmp-00279,SHP-002,2026-06-15T03:00:00.000Z,5.2,42,true,loc-3pl-dallas,false
tmp-00280,SHP-002,2026-06-15T06:00:00.000Z,5.6,56,true,loc-3pl-dallas,false
tmp-00281,SHP-002,2026-06-15T09:00:00.000Z,4.7,46,true,loc-3pl-dallas,false
tmp-00282,SHP-002,2026-06-15T12:00:00.000Z,5.3,47,true,loc-3pl-dallas,false
tmp-00283,SHP-002,2026-06-15T15:00:00.000Z,6.3,45,true,loc-3pl-dallas,false
